spanish,english,POS,lemma,lemma_valid
exploración,exploration,NOUN,exploración,True
exportación,"export, exportation",NOUN,exportación,True
faena,"task, job, performance",NOUN,faena,True
falla,"flaw, failure",NOUN,falla,True
farmacia,"pharmacy, drugstore",NOUN,farmacia,True
fatiga,fatigue,NOUN,fatiga,True
finca,"property, estate",NOUN,finca,True
firmeza,firmness,NOUN,firmeza,True
fracción,fraction,NOUN,fracción,True
fundación,foundation,NOUN,fundación,True
furia,"fury, rage",NOUN,furia,True
gala,gala (performance/dinner),NOUN,gala,True
ganancia,"gain, profit",NOUN,ganancia,True
grabación,recording,NOUN,grabación,True
humillación,humiliation,NOUN,humillación,True
ida,"departure, first half of a trip",NOUN,ida,True
ilustración,illustration,NOUN,ilustración,True
imitación,imitation,NOUN,imitación,True
imposibilidad,impossibility,NOUN,imposibilidad,True
imposición,imposition,NOUN,imposición,True
imprenta,printing house,NOUN,imprenta,True
incorporación,"inclusion, incorporation",NOUN,incorporación,True
indicación,indication,NOUN,indicación,True
indignación,indignation,NOUN,indignación,True
infinidad,"infinity, countless",NOUN,infinidad,True
innovación,innovation,NOUN,innovación,True
integración,integration,NOUN,integración,True
integridad,integrity,NOUN,integridad,True
jaula,"cage, crate, playpen",NOUN,jaula,True
leña,firewood,NOUN,leña,True
llanura,"plain, prairie, plainness",NOUN,llanura,True
longitud,"length, longitude",NOUN,longitud,True
maleta,"suitcase, case",NOUN,maleta,True
manta,blanket,NOUN,manta,True
marea,"wave, tide, ebb",NOUN,marea,True
melodía,melody,NOUN,melodía,True
merced,"favor, mercy",NOUN,merced,True
mierda,"shit, crap, excrement",NOUN,mierda,True
minoría,minority,NOUN,minoría,True
nacionalidad,nationality,NOUN,nacionalidad,True
narración,"narration, account",NOUN,narración,True
niebla,fog,NOUN,niebla,True
niñez,"childhood, infancy",NOUN,niñez,True
normalidad,normality,NOUN,normalidad,True
parcela,piece of property,NOUN,parcela,True
parroquia,parish,NOUN,parroquia,True
pastilla,"pill, capsule",NOUN,pastilla,True
patada,"kick, punt",NOUN,patada,True
percepción,perception,NOUN,percepción,True
perla,pearl,NOUN,perla,True
piedad,"pity, mercy",NOUN,piedad,True
plancha,"electric iron, plate, sheet",NOUN,plancha,True
presidencia,presidency,NOUN,presidencia,True
princesa,princess,NOUN,princesa,True
probabilidad,probability,NOUN,probabilidad,True
procesión,procession,NOUN,procesión,True
prohibición,prohibition,NOUN,prohibición,True
psicología,psychology,NOUN,psicología,True
rebelión,rebellion,NOUN,rebelión,True
reconstrucción,reconstruction,NOUN,reconstrucción,True
resonancia,"resonance, repercussion",NOUN,resonancia,True
sanción,"sanction, approval, penalty",NOUN,sanción,True
sede,"headquarters, seat",NOUN,sede,True
sencillez,simplicity,NOUN,sencillez,True
sequía,drought,NOUN,sequía,True
serpiente,snake,NOUN,serpiente,True
siesta,"siesta, afternoon nap",NOUN,siesta,True
sinceridad,sincerity,NOUN,sinceridad,True
superioridad,superiority,NOUN,superioridad,True
talla,"size (of clothing), stature",NOUN,talla,True
terraza,"terrace, balcony",NOUN,terraza,True
tertulia,"get-together, meeting of friends",NOUN,tertulia,True
tira,"strip, strap",NOUN,tira,True
tonelada,ton,NOUN,tonelada,True
transmisión,"broadcast, transmission",NOUN,transmisión,True
transparencia,"transparency, slide",NOUN,transparencia,True
validez,validity,NOUN,validez,True
vanguardia,"vanguard, forefront",NOUN,vanguardia,True
vejez,old age,NOUN,vejez,True
verdura,"vegetables, greenery",NOUN,verdura,True
violación,"violation, rape",NOUN,violación,True
virgen,virgin (adj),ADJ,No examples found,False
abanico,"range, handheld fan",NOUN,abanico,True
aburrimiento,boredom,NOUN,aburrimiento,True
acercamiento,"approach, approximation",NOUN,acercamiento,True
acierto,"good aim, guess, hit",NOUN,acierto,True
adelanto,"advance, progress [also avance]",NOUN,adelanto,True
aislamiento,isolation,NOUN,aislamiento,True
ajuste,"adjustment, settlement",NOUN,ajuste,True
alambre,wire,NOUN,alambre,True
aliado,ally,NOUN,aliado,True
alivio,"relief, unburdening",NOUN,alivio,True
altar,altar,NOUN,altar,True
amparo,"protection, shelter",NOUN,amparo,True
anhelo,"longing, yearning",NOUN,anhelo,True
apetito,appetite,NOUN,apetito,True
arranque,"start, outburst, kick-start",NOUN,arranque,True
arroyo,"brook, stream, gutter",NOUN,arroyo,True
asco,disgust,NOUN,asco,True
atardecer,"evening, dusk",NOUN,atardecer,True
atributo,"attribute, quality",NOUN,atributo,True
bastón,walking cane,NOUN,bastón,True
bigote,mustache,NOUN,bigote,True
a bordo,on board,NOUN,Too many tokens,False
catálogo,catalog,NOUN,catálogo,True
caudal,"volume, abundance, fortune",NOUN,caudal,True
chorro,"stream, jet, spurt",NOUN,chorro,True
clavo,"nail, tack, peg",NOUN,clavo,True
codo,elbow,NOUN,codo,True
colchón,mattress,NOUN,colchón,True
collar,"collar, necklace",NOUN,collar,True
comisario,"commissioner, delegate",NOUN,comisario,True
compás,"rhythm, time, compass",NOUN,compás,True
comprador,buyer,NOUN,comprador,True
conejo,rabbit,NOUN,conejo,True
conocedor,"expert, judge, connoisseur",NOUN,conocedor,True
consuelo,"comfort, consolation",NOUN,consuelo,True
contorno,"outline, perimeter, edge",NOUN,contorno,True
convento,"convent, monastery",NOUN,convento,True
corral,"corral, yard",NOUN,corral,True
cuerno,"horn, antler",NOUN,cuerno,True
desacuerdo,disagreement,NOUN,desacuerdo,True
deterioro,"deterioration, damage",NOUN,deterioro,True
diccionario,dictionary,NOUN,diccionario,True
disparate,"nonsense, blunder",NOUN,disparate,True
egoísmo,selfishness,NOUN,egoísmo,True
elogio,"praise, eulogy, compliment",NOUN,elogio,True
embarazo,pregnancy,NOUN,embarazo,True
emisor,"transmitter, emitter",NOUN,emisor,True
enlace,"link, connection, bond",NOUN,enlace,True
entierro,burial,NOUN,entierro,True
entrenamiento,training,NOUN,entrenamiento,True
esqueleto,"skeleton, framework",NOUN,esqueleto,True
estallido,"crash, outbreak, explosion",NOUN,estallido,True
frasco,"bottle, jar, flask",NOUN,frasco,True
grueso,"bulk, mass (nm)",NOUN,ChatGPT doesn't think this is a valid POS tag,False
herido,wounded (person) (nm),NOUN,No examples found,False
hígado,liver,NOUN,hígado,True
intervalo,"interval, gap",NOUN,intervalo,True
jovencito,young person,NOUN,jovencito,True
laberinto,"maze, labyrinth",NOUN,laberinto,True
lapso,lapse,NOUN,lapso,True
lío,"mess, problem, bad situation",NOUN,lío,True
litro,liter,NOUN,litro,True
llanto,"crying, weeping",NOUN,llanto,True
mango,"handle, mango",NOUN,mango,True
manual,manual (adj),ADJ,manual,True
mármol,marble,NOUN,mármol,True
mozo,"waiter, youth, bellboy",NOUN,mozo,True
ocio,leisure time,NOUN,ocio,True
pilar,"pillar, column",NOUN,pilar,True
pino,pine tree,NOUN,pino,True
pleito,"litigation, suit, dispute",NOUN,pleito,True
productor,producer,NOUN,productor,True
protector,"protector, defender",NOUN,protector,True
ramo,"bunch of flowers, branch",NOUN,ramo,True
reclamo,"claim, complaint, protest",NOUN,reclamo,True
rencor,"grudge, spite",NOUN,rencor,True
repertorio,"repertoire, list, index",NOUN,repertorio,True
reportaje,news report,NOUN,reportaje,True
resentimiento,resentment,NOUN,resentimiento,True
riñón,kidney,NOUN,riñón,True
rollo,"roll, coil",NOUN,rollo,True
rosario,"rosary, beads, string",NOUN,rosario,True
seguidor,"follower, supporter, fan",NOUN,seguidor,True
seminario,"seminar, seminary",NOUN,seminario,True
sendero,foot path,NOUN,sendero,True
sudor,"sweat, perspiration",NOUN,sudor,True
tablero,"board, panel",NOUN,tablero,True
tacto,"sense of touch, feel",NOUN,tacto,True
talón,"heel, check, coupon, stub",NOUN,talón,True
tambor,drum,NOUN,tambor,True
terremoto,earthquake,NOUN,terremoto,True
tinte,"tint, dye",NOUN,tinte,True
trago,"drink, [a] swallow",NOUN,trago,True
traidor,traitor,NOUN,traidor,True
trance,"trance, fix, enrapture",NOUN,trance,True
trapo,"rag, cloth",NOUN,trapo,True
trastorno,"confusion, trouble, upheaval",NOUN,trastorno,True
triángulo,triangle,NOUN,triángulo,True
truco,"trick, ruse",NOUN,truco,True
turismo,tourism,NOUN,turismo,True
veneno,"poison, venom",NOUN,veneno,True
verbo,verb,NOUN,verbo,True
volante,steering wheel,NOUN,volante,True
asesor,"adviser, consultant",NOUN,asesor,True
cocinero,cook,NOUN,cocinero,True
consejero,"advisor, counselor",NOUN,consejero,True
fotógrafo,photographer,NOUN,fotógrafo,True
piloto,"pilot, driver",NOUN,piloto,True
portero,"porter, doorkeeper, goalkeeper",NOUN,portero,True
senador,senator,NOUN,senador,True
servidor,servant,NOUN,servidor,True
trabajador,hardworking (adj),ADJ,trabajador,True
lente,"lens, [pl] glasses",NOUN,lente,True
vosotros,you (subj plural familiar),PRON,tú,True
aburrir,"to bore, tire",VERB,aburrir,True
acariciar,"to stroke, fondle, caress",VERB,acariciar,True
adornar,"to adorn, to decorate",VERB,adornar,True
aferrar,"to grasp, clutch",VERB,aferrar,True
agravar,"to aggravate, worsen",VERB,agravar,True
agrupar,to put in a group,VERB,agrupar,True
aparentar,to give the appearance,VERB,aparentar,True
apresurar(se) [also apurar],to hurry up,VERB,Too many tokens,False
apurarse [also apresurarse],to hurry (LAm),VERB,Too many tokens,False
argumentar,"to argue, deduce",VERB,argumentar,True
arrasar,"to raze, ravage",VERB,arrasar,True
articular,to articulate,VERB,articular,True
atener,"to abide by, comply with",VERB,atener,True
calzar,to wear shoes,VERB,calzar,True
capturar,to capture,VERB,capturar,True
ceñir,"to adhere to, fit tightly, encircle",VERB,ceñir,True
chupar,to suck,VERB,chupar,True
circular,circular (adj),ADJ,circular,True
colar,to slip in [se]<br />,VERB,colar,True
concurrir,"to coincide, concur, meet",VERB,concurrir,True
condicionar,"to condition, determine",VERB,condicionar,True
configurar,"to form, configure ",VERB,configurar,True
consagrar,"to consecrate, establish",VERB,consagrar,True
consolidar,to consolidate,VERB,consolidar,True
constatar,"to prove, verify",VERB,constatar,True
contagiar,"to infect, infest",VERB,contagiar,True
contradecir,"to contradict, be inconsistent",VERB,contradecir,True
coronar,"to crown, top",VERB,coronar,True
debilitar,"to weaken, debilitate",VERB,debilitar,True
derramar,"to shed, pour out",VERB,derramar,True
desafiar,"to defy, stand up to",VERB,desafiar,True
desfilar,"to march, parade",VERB,No examples found,False
despojar,"to deprive, rob",VERB,despojar,True
devorar,"to devour, consume",VERB,devorar,True
diluir,"to dilute, weaken",VERB,diluir,True
disculpar,to excuse,VERB,disculpar,True
dispersar,"to disperse, scatter, spread",VERB,dispersar,True
editar,"to edit, publish, release",VERB,editar,True
emocionar,"to move, make/get excited",VERB,emocionar,True
encabezar,"to head, lead off",VERB,encabezar,True
encaminar,"to head for, guide",VERB,encaminar,True
engendrar,"to engender, beget",VERB,engendrar,True
enlazar,"to link, connect",VERB,enlazar,True
entrevistar,to interview,VERB,entrevistar,True
espantar,"to scare, frighten",VERB,espantar,True
evaluar,"to evaluate, assess",VERB,evaluar,True
evocar,"to evoke, recall",VERB,evocar,True
expandir,to expand,VERB,expandir,True
fiar,"to vouch for, confide, trust",VERB,fiar,True
fingir,"to feign, pretend",VERB,fingir,True
fortalecer,to fortify,VERB,fortalecer,True
frecuentar,"to frequent, visit",VERB,frecuentar,True
hervir,to boil,VERB,hervir,True
igualar,"to equate, equalize",VERB,igualar,True
inquietar,"to make uneasy, disturb",VERB,inquietar,True
insultar,"to insult, berate",VERB,insultar,True
interponer,"to interpose, intervene",VERB,interponer,True
intuir,to sense,VERB,intuir,True
inundar,"to flood, inundate",VERB,inundar,True
invocar,to invoke,VERB,invocar,True
latir,to beat (heart),VERB,latir,True
liquidar,"to liquidate, sell off",VERB,liquidar,True
manipular,"to manipulate, handle",VERB,manipular,True
obrar,"to work, act",VERB,obrar,True
oscurecer,to get dark,VERB,oscurecer,True
ostentar,"to flaunt, show off",VERB,ostentar,True
palpar,"to feel, touch, fondle",VERB,palpar,True
perdurar,"to last, live on, endure",VERB,perdurar,True
poblar,"to populate, inhabit",VERB,poblar,True
predecir,to predict,VERB,predecir,True
prevalecer,to prevail,VERB,prevalecer,True
prosperar,"to prosper, thrive",VERB,prosperar,True
reaparecer,to reappear,VERB,reaparecer,True
rebajar,"to lower, reduce, discount",VERB,rebajar,True
regar,"to water, irrigate",VERB,regar,True
regular,"to regulate, adjust (v)",VERB,regular,True
reinar,"to reign, prevail",VERB,reinar,True
rematar,"to finish off, finish up",VERB,rematar,True
remediar,"to heal, cure",VERB,remediar,True
repasar,"to review, revise",VERB,repasar,True
replicar,to reply,VERB,replicar,True
restaurar,"to restore, reinstate",VERB,restaurar,True
retrasar,"to delay, fall behind",VERB,retrasar,True
reventar,"to burst, puncture",VERB,reventar,True
sumergir,"to submerge, plunge",VERB,sumergir,True
sustentar,"to maintain, support",VERB,sustentar,True
titular,"to title, call (v)",VERB,No examples found,False
topar,"to run into, bump into",VERB,topar,True
torcer,"to twist, bend, distort",VERB,torcer,True
trepar,to climb,VERB,trepar,True
vacilar,"to vacillate, hesitate",VERB,vacilar,True
vibrar,"to vibrate, tremble",VERB,vibrar,True
vincular,"to connect, link, bind",VERB,vincular,True
abierto,"open, unlocked",ADJ,abierto,True
alto,"tall, high",ADJ,alto,True
ambos,both,ADJ,No examples found,False
anterior,"previous, preceding",ADJ,anterior,True
antiguo,"old, ancient, former",ADJ,antiguo,True
aquel,that (over there),ADJ,No examples found,False
bajo,"under, underneath (prep)",ADP,bajo,True
blanco,white,ADJ,blanco,True
bueno,good (adj),ADJ,bueno,True
cada,"each, every",ADJ,ChatGPT doesn't think this is a valid POS tag,False
capaz,"capable, able",ADJ,capaz,True
cierto,"certain, sure, true",ADJ,cierto,True
claro,clear (adj),ADJ,claro,True
completo,complete,ADJ,completo,True
común,common,ADJ,común,True
contrario,"contrary, opposite",ADJ,contrario,True
en cuanto a; cuanto,"in terms of, regarding",ADJ,Too many tokens,False
cuyo,whose,ADJ,ChatGPT doesn't think this is a valid POS tag,False
demás,"the rest, others",ADJ,No examples found,False
demasiado,"too much, too many",ADJ,No examples found,False
derecho,"right, justice, law (nm)",NOUN,derecho,True
diferente,"different, separate",ADJ,diferente,True
difícil,"difficult, hard",ADJ,difícil,True
distinto,"distinct, different",ADJ,distinto,True
económico,economic,ADJ,económico,True
enorme,"enormous, vast",ADJ,enorme,True
"ese, esa",that,ADJ,Too many tokens,False
español,Spanish,ADJ,español,True
especial,special,ADJ,especial,True
"este, esta",this (adj),ADJ,Too many tokens,False
al final; final,"finally, in the end",NOUN,Too many tokens,False
general,general (adj),ADJ,general,True
grande,"large, great, big",ADJ,grande,True
humano,human (adj),ADJ,humano,True
igual,"equal, same as",ADJ,igual,True
importante,important,ADJ,importante,True
joven,young (adj),ADJ,joven,True
junto,"together with, next to (adv)",ADV,No examples found,False
largo,long (adj),ADJ,largo,True
libre,"free, vacant",ADJ,libre,True
malo,bad,ADJ,malo,True
mayor,"larger, older, main",ADJ,mayor,True
medio,"means, middle (nm)",NOUN,medio,True
mejor,"best, better (adv)",ADJ,mejor,True
menor,"younger, youngest",ADJ,menor,True
menos,"less, fewer",ADJ,ChatGPT doesn't think this is a valid POS tag,False
mi,my,ADJ,No examples found,False
mismo,same,ADJ,mismo,True
natural,natural,ADJ,natural,True
necesario,necessary,ADJ,necesario,True
negro,black,ADJ,negro,True
nuestro,our,ADJ,No examples found,False
nuevo,new,ADJ,nuevo,True
otro,"other, another",ADJ,No examples found,False
pasado,"past, last (adj)",ADJ,pasado,True
pequeño,"little, small, young",ADJ,pequeño,True
pobre,poor,ADJ,pobre,True
poco,"little, few, a little bit (adv)",ADJ,No examples found,False
político,political (adj),ADJ,político,True
posible,possible,ADJ,posible,True
primero,first,ADJ,primero,True
principal,"main, principal",ADJ,principal,True
profundo,"deep, profound",ADJ,profundo,True
propio,"own, proper, typical",ADJ,propio,True
próximo,next,ADJ,próximo,True
público,public (adj),ADJ,público,True
real,"royal, real, authentic",ADJ,real,True
segundo,second (adj),ADJ,segundo,True
siguiente,"following, next",ADJ,siguiente,True
social,social,ADJ,social,True
solo,"lonely, alone (adj)",ADJ,solo,True
su,his/her/their/your (formal),ADJ,ChatGPT doesn't think this is a valid POS tag,False
tal,such a,ADJ,ChatGPT doesn't think this is a valid POS tag,False
tanto,"so much, so many",ADJ,No examples found,False
tercero,third,ADJ,tercero,True
todo,"all, every",ADJ,No examples found,False
tu,your (singular familiar),ADJ,ChatGPT doesn't think this is a valid POS tag,False
último,"last, final",ADJ,último,True
único,"only, unique, sole",ADJ,único,True
varios,"several, various",ADJ,No examples found,False
verdadero,"true, real",ADJ,verdadero,True
viejo,"old, aged",ADJ,viejo,True
vivo,"alive, bright",ADJ,vivo,True
bastante,"rather, fairly, quite a bit",ADJ,No examples found,False
mucho,"much, many, a lot",ADJ,No examples found,False
alguno,"some, someone",ADJ,No examples found,False
cualquier,"any, anyone",ADJ,No examples found,False
ninguno,"no, none, nobody",ADJ,No examples found,False
además,"also, as well, besides",ADV,además,True
ahí [also allí],there,ADV,Too many tokens,False
ahora,now,ADV,ahora,True
allá,"there, over there",ADV,allá,True
allí,there [also ahí],ADV,allí,True
antes,before,ADV,antes,True
aquí,here,ADV,aquí,True
así,like that,ADV,así,True
atrás,behind,ADV,atrás,True
aún,"still, yet [also todavía]",ADV,aún,True
bien [also bueno],well (adv),ADV,Too many tokens,False
bueno [also bien],well (adv),ADV,Too many tokens,False
casi,"almost, nearly",ADV,casi,True
cerca,"close, near",ADV,cerca,True
claro,"of course, clearly (adv)",ADV,No examples found,False
como,"like, as",CCONJ,ChatGPT doesn't think this is a valid POS tag,False
cuando,when (conj),CCONJ,ChatGPT doesn't think this is a valid POS tag,False
dentro [also adentro],inside,ADV,Too many tokens,False
después,after,ADV,después,True
donde,where,CCONJ,ChatGPT doesn't think this is a valid POS tag,False
durante,"during, for (time)",ADV,ChatGPT doesn't think this is a valid POS tag,False
encima,"above, on top, in addition",ADV,encima,True
entonces,"so, then",ADV,entonces,True
fuera,"out, outside, away",ADV,fuera,True
hoy,"today, nowadays",ADV,hoy,True
incluso,"including, even (adv)",ADV,incluso,True
lejos,"far away, far off",ADV,lejos,True
luego,"later, afterwards",ADV,luego,True
mal,badly (adv),ADV,mal,True
mañana,"morning, tomorrow (nf)",NOUN,mañana,True
muy,"very, really",ADV,mucho,True
no,no,ADV,no,True
nunca,"never, ever",ADV,nunca,True
pronto,"soon, quick",ADV,pronto,True
quizás,"perhaps, maybe",ADV,quizás,True
realmente,"really, actually, in fact",ADV,realmente,True
si,"if, whether",CCONJ,ChatGPT doesn't think this is a valid POS tag,False
siempre,"always, forever",ADV,siempre,True
solamente,only [also únicamente],ADV,solamente,True
solo,"only, just (adv)",ADV,solo,True
también,also,ADV,también,True
tampoco,"neither, nor, either",ADV,tampoco,True
tan,"such, as, too, so",ADV,tanto,True
tarde,"afternoon, evening (nf)",NOUN,tarde,True
todavía,"still, yet [also aún]",ADV,todavía,True
a través,"across, over, through",ADV,Too many tokens,False
ya,"already, still",ADV,ya,True
él,"he, [ellos] them (m)",PRON,él,True
lo,the (neuter art),DET,ChatGPT doesn't think this is a valid POS tag,False
un,"a, an",DET,uno,True
aunque,"although, even though",CCONJ,ChatGPT doesn't think this is a valid POS tag,False
cómo,how?,ADV,No examples found,False
dónde,where?,ADV,No examples found,False
más,more,ADJ,ChatGPT doesn't think this is a valid POS tag,False
mientras,"while, whereas, as long as",CCONJ,ChatGPT doesn't think this is a valid POS tag,False
ni,"not even, neither, nor",CCONJ,ni,True
o,or,CCONJ,o,True
pero,"but, yet, except",CCONJ,pero,True
porque,because,CCONJ,ChatGPT doesn't think this is a valid POS tag,False
pues,"then, well then",CCONJ,ChatGPT doesn't think this is a valid POS tag,False
que,"that, which",CCONJ,ChatGPT doesn't think this is a valid POS tag,False
sí,yes,ADV,No examples found,False
sino,"but, except, rather",CCONJ,sino,True
y,and,CCONJ,y,True
acción,"action, act, deed",NOUN,acción,True
actividad,"activity, action",NOUN,actividad,True
atención,attention,NOUN,atención,True
base,"base, basis",NOUN,base,True
cabeza,head (part of body),NOUN,cabeza,True
calle,street,NOUN,calle,True
cantidad,"quantity, amount",NOUN,cantidad,True
cara,"face, expression",NOUN,cara,True
carrera,"career, course, race",NOUN,carrera,True
casa,house,NOUN,casa,True
ciudad,city,NOUN,ciudad,True
clase,"kind, class, order",NOUN,clase,True
condición,condition,NOUN,condición,True
cosa,thing,NOUN,cosa,True
cuenta,"bill, account",NOUN,cuenta,True
cuestión,"question, matter",NOUN,cuestión,True
diferencia,difference,NOUN,diferencia,True
duda,doubt,NOUN,duda,True
edad,age,NOUN,edad,True
época,"time, age, period",NOUN,época,True
especie,"kind, sort, species",NOUN,especie,True
experiencia,experience,NOUN,experiencia,True
falta,"lack, shortage [also carencia]",NOUN,falta,True
familia,family,NOUN,familia,True
figura,figure,NOUN,figura,True
forma,"form, shape, way",NOUN,forma,True
fuerza,"strength, force, power",NOUN,fuerza,True
gente,people,NOUN,gente,True
gracia,"thank you, grace, favor",NOUN,gracia,True
guerra,"war, warfare",NOUN,guerra,True
historia,"history, story",NOUN,historia,True
hora,"hour, time (specific)",NOUN,hora,True
idea,idea,NOUN,idea,True
imagen,"image, picture",NOUN,imagen,True
importancia,importance,NOUN,importancia,True
ley,"law, bill, rule",NOUN,ley,True
libertad,"freedom, liberty",NOUN,libertad,True
línea,"line, course",NOUN,línea,True
luz,light,NOUN,luz,True
madre,mother,NOUN,madre,True
manera,"way, manner (nf)",NOUN,manera,True
mano,hand,NOUN,mano,True
medida; a medida que,measure: to the extent,NOUN,Too many tokens,False
mesa,"table, board",NOUN,mesa,True
muerte,death,NOUN,muerte,True
mujer,"woman, wife",NOUN,mujer,True
necesidad,"necessity, need",NOUN,necesidad,True
noche,"night, evening",NOUN,noche,True
obra,"work, book, deed",NOUN,obra,True
ocasión,"opportunity, occasion",NOUN,ocasión,True
palabra,word,NOUN,palabra,True
parte,"part, portion",NOUN,parte,True
persona,person,NOUN,persona,True
posibilidad,possibility,NOUN,posibilidad,True
pregunta,question,NOUN,pregunta,True
puerta,door,NOUN,puerta,True
razón,reason,NOUN,razón,True
realidad,"reality, actuality",NOUN,realidad,True
relación,"relationship, relation",NOUN,relación,True
respuesta,"answer, reply",NOUN,respuesta,True
semana,week,NOUN,semana,True
situación,situation,NOUN,situación,True
sociedad,society,NOUN,sociedad,True
tierra,"earth, land, ground",NOUN,tierra,True
verdad,truth,NOUN,verdad,True
vez,time (specific occurrence),NOUN,vez,True
vida,life,NOUN,vida,True
vista,"view, sight",NOUN,vista,True
voz,voice,NOUN,voz,True
zona,"area, zone (nf)",NOUN,zona,True
agua,water,NOUN,agua,True
acuerdo; de acuerdo,accord: in agreement,NOUN,Too many tokens,False
aire,"air, wind, appearance",NOUN,aire,True
amigo,friend,NOUN,amigo,True
amor,love,NOUN,amor,True
animal,animal,NOUN,animal,True
año,year,NOUN,año,True
aspecto,"aspect, appearance",NOUN,aspecto,True
cabo,"end, bit",NOUN,cabo,True
cambio,change,NOUN,cambio,True
camino,"road, route, path",NOUN,camino,True
campo,"field, country",NOUN,campo,True
caso,"case, occasion",NOUN,caso,True
centro,"center, middle, downtown",NOUN,centro,True
color,color,NOUN,color,True
conocimiento,knowledge,NOUN,conocimiento,True
cuerpo,body,NOUN,cuerpo,True
deber,"should, ought to; to owe (v)",VERB,No examples found,False
día,day,NOUN,día,True
dinero,money,NOUN,dinero,True
dios,"god, divinity",NOUN,dio,True
don,"courtesy title (m), Mr., gift",NOUN,don,True
efecto,effect,NOUN,efecto,True
ejemplo,example,NOUN,ejemplo,True
sin embargo; embargo,nevertheless,NOUN,Too many tokens,False
esfuerzo,"effort, endeavor",NOUN,esfuerzo,True
espacio,"space, room",NOUN,espacio,True
estado,"state, condition, status",NOUN,estado,True
estudio,"study, learning",NOUN,estudio,True
favor,"favor, benefit",NOUN,favor,True
fin,end,NOUN,fin,True
fondo,"background, back, bottom",NOUN,fondo,True
gobierno,government,NOUN,gobierno,True
grupo,group,NOUN,grupo,True
hecho,"fact, happening",NOUN,hecho,True
hijo,"son, [pl] children",NOUN,hijo,True
hombre,"man, mankind, husband",NOUN,hombre,True
interés,interest,NOUN,interés,True
juego,"game, play, sport",NOUN,juego,True
lado,side,NOUN,lado,True
ladrón,thief,NOUN,ladrón,True
libro,book,NOUN,libro,True
lugar,"place, position",NOUN,lugar,True
medio,"half, middle (adj)",ADJ,No examples found,False
mes,month,NOUN,mes,True
miedo,fear [also temor],NOUN,miedo,True
minuto,minute,NOUN,minuto,True
modo,"way, manner (nm)",NOUN,modo,True
momento,"moment, time",NOUN,momento,True
movimiento,movement,NOUN,movimiento,True
mundo,world,NOUN,mundo,True
niño,"child, little boy",NOUN,niño,True
nivel,level,NOUN,nivel,True
nombre,"name, noun",NOUN,nombre,True
número,number,NOUN,número,True
objeto,"object, thing",NOUN,objeto,True
ojo,eye,NOUN,ojo,True
padre,father,NOUN,padre,True
país,country,NOUN,país,True
papel,"paper, role, part",NOUN,papel,True
parecer,"to seem, look like (v)",VERB,parecer,True
partido,"party, group, sports match",NOUN,partido,True
paso,"step, pace",NOUN,paso,True
pesar,sorrow (nm),NOUN,pesar,True
peso,"peso (money), weight, load",NOUN,peso,True
pie,"foot, base",NOUN,pie,True
poder,"to be able to, can (v)",VERB,No examples found,False
principio,"beginning, principle",NOUN,principio,True
problema,problem,NOUN,problema,True
proceso,"process, procedure",NOUN,proceso,True
programa,"program, plan",NOUN,programa,True
pueblo,"people, village",NOUN,pueblo,True
punto,"point, dot, period",NOUN,punto,True
respecto; con respecto a,respect: with regards to,NOUN,Too many tokens,False
resto,"rest, remainder, leftover",NOUN,resto,True
resultado,"result, outcome",NOUN,resultado,True
saber,"to know (a fact), find out (v)",VERB,saber,True
santo,saint (m),NOUN,santo,True
señor,"sir, Mr., lord",NOUN,señor,True
sentido,"sense, feeling",NOUN,sentido,True
sentir,"to feel, regret (v)",VERB,sentir,True
ser,to be (norm) (v),VERB,No examples found,False
servicio,"service, helpfulness",NOUN,servicio,True
siglo,"century, age",NOUN,siglo,True
sistema,system,NOUN,sistema,True
suelo,"ground, floor",NOUN,suelo,True
te,"you (obj, familiar)",PRON,tú,True
tema,"theme, subject, topic",NOUN,tema,True
tiempo,"time (general), weather",NOUN,tiempo,True
tipo,"type, kind",NOUN,tipo,True
trabajo,"work, job, effort",NOUN,trabajo,True
valor,"value, worth (n)",NOUN,valor,True
viaje,"travel, trip",NOUN,viaje,True
al frente; frente a; frente,facing; across from,NOUN,Too many tokens,False
orden,"order; sequence (m), religious (f)",NOUN,orden,True
ciento,hundred (num),NUM,ciento,True
cinco,five,NUM,cinco,True
cuatro,four,NUM,cuatro,True
diez,ten,NUM,diez,True
dos,two,NUM,dos,True
mil,thousand,NUM,mil,True
ocho,eight,NUM,ocho,True
seis,six,NUM,seis,True
siete,seven,NUM,siete,True
tres,three,NUM,tres,True
uno,one,NUM,No examples found,False
a,"to, at",ADP,a,True
ante,"before, in the presence of",ADP,ante,True
bajo,"short, low (adj)",ADJ,bajo,True
con,with,ADP,con,True
contra,"against, opposite",ADP,contra,True
de de,"of, from",ADP,Too many tokens,False
desde,"from, since",ADP,desde,True
en,"in, on",ADP,en,True
entre,"between, among",ADP,entre,True
hacia,"toward, towards",ADP,hacia,True
hasta,"until, up to, even (adv)",ADP,hasta,True
para,"for, to, in order to",ADP,para,True
por,"by, for, through",ADP,por,True
según,according to,ADP,según,True
sin,without,ADP,sin,True
sobre,"on top of, over, about",ADP,sobre,True
algo,"something, somewhat",PRON,algo,True
alguien,"somebody, someone, anyone",PRON,alguien,True
cual,"which, who, whom",PRON,cual,True
cuál,which?,PRON,cuál,True
